,Title,Star Rating,Price
1418,An Unquiet Mind: A Memoir of Moods and Madness,Three,21.3
1419,A Year in Provence (Provence #1),Four,56.88
1420,World Without End (The Pillars of the Earth #2),Four,32.97
1421,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Four,47.31
1422,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Two,48.67
1423,Where She Went (If I Stay #2),Four,41.73
1424,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Four,53.68
1425,Two Summers,One,14.64
1426,This Is Your Brain on Music: The Science of a Human Obsession,One,38.4
1427,The Secret Garden,Four,15.08
1428,The Raven King (The Raven Cycle #4),Two,30.57
1429,The Raven Boys (The Raven Cycle #1),Four,57.74
1430,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Five,11.05
1431,The Metamorphosis,One,28.58
1432,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Five,42.91
1433,The Little Paris Bookshop,Three,24.73
1434,The Hiding Place,Four,55.91
1435,The Grand Design,Three,13.76
1436,The Firm,Three,45.56
1437,The Fault in Our Stars,One,47.22
1438,The False Prince (The Ascendance Trilogy #1),Five,56.0
1439,The Expatriates,Two,44.58
1440,The Dream Thieves (The Raven Cycle #2),One,34.5
1441,The Darkest Corners,Five,11.33
1442,The Crossover,Four,38.77
1443,The 5th Wave (The 5th Wave #1),Two,11.83
1444,Tell the Wind and Fire,Three,45.51
1445,Tell Me Three Things,One,41.81
1446,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Four,25.15
1447,Siddhartha,Five,34.22
1448,Shiver (The Wolves of Mercy Falls #1),Five,16.23
1449,Remember Me?,Three,11.48
1450,Red Dragon (Hannibal Lecter #1),Three,23.37
1451,Peak: Secrets from the New Science of Expertise,Two,16.28
1452,My Mother Was Nuts,Four,31.63
1453,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Five,24.91
1454,Maybe Something Beautiful: How Art Transformed a Neighborhood,One,22.54
1455,Lola and the Boy Next Door (Anna and the French Kiss #2),Four,23.63
1456,Logan Kade (Fallen Crest High #5.5),Two,13.12
1457,Last One Home (New Beginnings #1),Three,59.98
1458,Killing Floor (Jack Reacher #1),Four,31.49
1459,Kill the Boy Band,Five,15.52
1460,Isla and the Happily Ever After (Anna and the French Kiss #3),Five,48.13
1461,If I Stay (If I Stay #1),Five,38.13
1462,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Two,36.55
1463,Harry Potter and the Deathly Hallows (Harry Potter #7),One,23.32
1464,"Fruits Basket, Vol. 5 (Fruits Basket #5)",One,16.33
1465,Foundation (Foundation (Publication Order) #1),One,32.42
1466,Fool Me Once,One,16.96
1467,Find Her (Detective D.D. Warren #8),One,22.37
1468,Evicted: Poverty and Profit in the American City,One,42.27
1469,Drama,Two,38.7
1470,Dracula the Un-Dead,Five,35.63
1471,Digital Fortress,Five,58.0
1472,"Death Note, Vol. 5: Whiteout (Death Note #5)",One,52.41
1473,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Three,32.35
1474,Critique of Pure Reason,One,20.75
1475,Booked,Five,17.49
1476,"Blue Lily, Lily Blue (The Raven Cycle #3)",Five,34.13
1477,Approval Junkie: Adventures in Caring Too Much,Five,58.81
1478,An Abundance of Katherines,Five,10.0
1479,America's War for the Greater Middle East: A Military History,Two,51.22
1480,Alight (The Generations Trilogy #2),Four,58.59
1481,A Girl's Guide to Moving On (New Beginnings #2),One,31.3
1482,A Game of Thrones (A Song of Ice and Fire #1),Two,46.42
1483,A Feast for Crows (A Song of Ice and Fire #4),Four,17.21
1484,A Clash of Kings (A Song of Ice and Fire #2),Three,10.79
1485,Vogue Colors A to Z: A Fashion Coloring Book,Four,52.35
1486,The Shining (The Shining #1),Three,27.88
1487,The Pilgrim's Progress,Two,50.26
1488,The Perfect Play (Play by Play #1),Three,59.99
1489,The Passion of Dolssa,Five,28.32
1490,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Three,38.71
1491,The Hunger Games (The Hunger Games #1),Five,29.85
1492,The Hound of the Baskervilles (Sherlock Holmes #5),Two,14.82
1493,The Gunning of America: Business and the Making of American Gun Culture,Four,16.81
1494,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Two,28.23
1495,The Demonists (Demonist #1),Two,52.11
1496,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Two,27.88
1497,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Three,59.71
1498,The Beast (Black Dagger Brotherhood #14),Five,46.08
1499,Some Women,Five,13.73
1500,Shopaholic Ties the Knot (Shopaholic #3),Five,48.39
1501,Paper and Fire (The Great Library #2),Five,49.45
1502,Outlander (Outlander #1),Five,19.67
1503,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Three,12.36
1504,No One Here Gets Out Alive,Five,20.02
1505,Night Shift (Night Shift #1-20),Four,12.75
1506,Needful Things,Four,47.51
1507,Mockingjay (The Hunger Games #3),Four,20.44
1508,Misery,Two,34.79
1509,Little Women (Little Women #1),Four,28.07
1510,It,Three,25.01
1511,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Three,13.9
1512,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Four,24.17
1513,Harry Potter and the Order of the Phoenix (Harry Potter #5),Four,31.63
1514,Harry Potter and the Half-Blood Prince (Harry Potter #6),Five,48.75
1515,Harry Potter and the Chamber of Secrets (Harry Potter #2),One,14.74
1516,Gone with the Wind,Three,32.49
1517,God Is Not Great: How Religion Poisons Everything,One,27.8
1518,Girl With a Pearl Earring,One,26.77
1519,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Four,50.44
1520,Far From True (Promise Falls Trilogy #2),Two,34.93
1521,Dark Lover (Black Dagger Brotherhood #1),One,12.87
1522,Confessions of a Shopaholic (Shopaholic #1),Two,48.94
1523,Changing the Game (Play by Play #2),Three,13.38
1524,Candide,Three,58.63
1525,Can You Keep a Secret?,One,21.94
1526,Atlas Shrugged,Five,26.58
1527,Animal Farm,Three,57.22
1528,A Walk to Remember,One,56.43
1529,A New Earth: Awakening to Your Life's Purpose,Five,55.65
1530,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",One,27.62
1531,'Salem's Lot,Four,49.56
1532,Zero History (Blue Ant #3),One,34.77
1533,Wuthering Heights,Three,17.73
1534,World War Z: An Oral History of the Zombie War,One,21.8
1535,Wild: From Lost to Found on the Pacific Crest Trail,Three,46.02
1536,"Where'd You Go, Bernadette",One,18.13
1537,When You Are Engulfed in Flames,Five,30.89
1538,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Three,31.95
1539,We Are All Completely Beside Ourselves,One,24.04
1540,Walk the Edge (Thunder Road #2),Three,32.36
1541,Voyager (Outlander #3),Five,21.07
1542,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Three,50.66
1543,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Two,13.66
1544,"Unstuffed: Decluttering Your Home, Mind, and Soul",One,58.09
1545,Under the Banner of Heaven: A Story of Violent Faith,One,30.0
1546,Two Boys Kissing,Two,32.74
1547,Twilight (Twilight #1),Two,41.93
1548,Twenties Girl,Two,42.8
1549,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",One,53.51
1550,Three-Martini Lunch,Three,23.21
1551,"Thinking, Fast and Slow",One,21.14
1552,The Wild Robot,Three,56.07
1553,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Three,14.41
1554,The Undomestic Goddess,Four,45.75
1555,The Travelers,One,15.77
1556,The Tipping Point: How Little Things Can Make a Big Difference,Two,10.02
1557,The Thing About Jellyfish,One,48.77
1558,The Stand,Two,57.86
1559,The Smitten Kitchen Cookbook,One,23.59
1560,The Silkworm (Cormoran Strike #2),Five,23.05
1561,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Five,55.55
1562,The Rose & the Dagger (The Wrath and the Dawn #2),Four,58.64
1563,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),One,23.21
1564,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Three,42.57
1565,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),One,10.92
1566,The Rest Is Noise: Listening to the Twentieth Century,One,34.77
1567,The Red Tent,Five,35.66
1568,The Purpose Driven Life: What on Earth Am I Here for?,Three,37.19
1569,The Purest Hook (Second Circle Tattoos #3),One,12.25
1570,The Picture of Dorian Gray,Two,29.7
1571,The Paris Wife,Three,36.8
1572,The Obsession,One,45.43
1573,The Nightingale,Four,26.26
1574,The New Guy (and Other Senior Year Distractions),Three,44.92
1575,The Nanny Diaries (Nanny #1),Five,52.53
1576,The Name of God is Mercy,Two,37.25
1577,The Maze Runner (The Maze Runner #1),One,20.93
1578,The Lover's Dictionary,Two,58.09
1579,The Lonely Ones,Five,43.59
1580,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Three,33.92
1581,The Last Painting of Sara de Vos,Two,55.55
1582,"The Land of 10,000 Madonnas",Four,29.64
1583,The Infinities,One,27.41
1584,The Husband's Secret,Five,52.51
1585,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Three,47.8
1586,The Guns of August,Two,14.54
1587,The Guernsey Literary and Potato Peel Pie Society,One,49.53
1588,The Goldfinch,Three,43.58
1589,The Giver (The Giver Quartet #1),One,12.3
1590,The Girl with All the Gifts,Three,49.47
1591,The Girl Who Played with Fire (Millennium Trilogy #2),Two,22.14
1592,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),One,57.48
1593,The Exiled,Three,43.45
1594,"The End of Faith: Religion, Terror, and the Future of Reason",Four,22.13
1595,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Four,13.03
1596,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Five,57.35
1597,The Devil Wears Prada (The Devil Wears Prada #1),One,44.29
1598,The Demon-Haunted World: Science as a Candle in the Dark,Four,52.25
1599,The Day the Crayons Came Home (Crayons),Five,26.33
1600,The Da Vinci Code (Robert Langdon #2),Two,22.96
1601,The Cuckoo's Calling (Cormoran Strike #1),One,19.21
1602,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Four,26.78
1603,The Complete Poems,Five,41.32
1604,The Catcher in the Rye,One,24.55
1605,The Cat in the Hat (Beginner Books B-1),Two,16.26
1606,The Case for Christ (Cases for Christianity),One,47.84
1607,The Book Thief,Two,53.49
1608,The Book of Basketball: The NBA According to The Sports Guy,Five,44.84
1609,The Blind Side: Evolution of a Game,Five,53.71
1610,The Autobiography of Malcolm X,Two,23.43
1611,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Three,34.32
1612,The Art of Fielding,One,22.1
1613,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Two,25.83
1614,Stiff: The Curious Lives of Human Cadavers,Three,36.74
1615,Spilled Milk: Based on a True Story,One,49.51
1616,Something Borrowed (Darcy & Rachel #1),Five,48.96
1617,Something Blue (Darcy & Rachel #2),One,54.62
1618,Soldier (Talon #3),Two,24.72
1619,Shopaholic & Baby (Shopaholic #5),Two,46.45
1620,Seven Days in the Art World,Two,52.33
1621,Seven Brief Lessons on Physics,Four,30.6
1622,Scarlet (The Lunar Chronicles #2),Four,14.57
1623,Sarah's Key,One,46.29
1624,"Saga, Volume 3 (Saga (Collected Editions) #3)",Five,21.57
1625,Running with Scissors,Four,12.91
1626,Rogue Lawyer (Rogue Lawyer #1),Three,50.11
1627,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Four,41.67
1628,Rework,Two,44.88
1629,Reservations for Two,Three,11.1
1630,Red: The True Story of Red Riding Hood,Three,28.54
1631,Ready Player One,Four,19.07
1632,Quiet: The Power of Introverts in a World That Can't Stop Talking,One,43.55
1633,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Three,43.63
1634,Persepolis: The Story of a Childhood (Persepolis #1-2),One,39.13
1635,Packing for Mars: The Curious Science of Life in the Void,Two,56.68
1636,Outliers: The Story of Success,One,14.16
1637,Original Fake,Three,31.45
1638,Orange Is the New Black,Two,24.61
1639,One for the Money (Stephanie Plum #1),Two,32.87
1640,Notes from a Small Island (Notes From a Small Island #1),One,40.17
1641,Night (The Night Trilogy #1),One,13.51
1642,Neither Here nor There: Travels in Europe,Three,38.95
1643,Naked,Three,31.69
1644,Morning Star (Red Rising #3),One,29.4
1645,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",One,57.83
1646,Midnight Riot (Peter Grant/ Rivers of London - books #1),Two,55.46
1647,Me Talk Pretty One Day,Two,57.6
1648,Manuscript Found in Accra,Two,34.98
1649,Lust & Wonder,Two,11.87
1650,Lila (Gilead #3),Three,12.47
1651,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Two,33.26
1652,Life Without a Recipe,Five,59.04
1653,Life After Life,Two,26.13
1654,Letter to a Christian Nation,One,22.2
1655,Let's Pretend This Never Happened: A Mostly True Memoir,One,45.11
1656,Legend (Legend #1),Four,43.69
1657,"Lean In: Women, Work, and the Will to Lead",One,25.02
1658,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Five,55.5
1659,Lady Renegades (Rebel Belle #3),Five,53.04
1660,Jurassic Park (Jurassic Park #1),One,44.97
1661,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,One,42.38
1662,Is Everyone Hanging Out Without Me? (And Other Concerns),Three,20.11
1663,Into the Wild,Five,56.7
1664,Inferno (Robert Langdon #4),Five,41.0
1665,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Three,28.85
1666,If I Run (If I Run #1),Four,49.97
1667,I've Got Your Number,One,19.69
1668,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Two,28.88
1669,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Three,33.14
1670,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Two,43.7
1671,House of Leaves,One,54.89
1672,Horrible Bear!,Two,37.52
1673,Holidays on Ice,Two,51.07
1674,Heir to the Sky,Four,44.07
1675,Green Eggs and Ham (Beginner Books B-16),Four,10.79
1676,"Grayson, Vol 3: Nemesis (Grayson #3)",One,42.72
1677,Gratitude,Five,26.66
1678,Gone Girl,Five,37.6
1679,Golden (Heart of Dread #3),Four,42.21
1680,Girl in the Blue Coat,Two,46.83
1681,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Two,45.17
1682,"Friday Night Lights: A Town, a Team, and a Dream",Three,51.22
1683,Fire Bound (Sea Haven/Sisters of the Heart #5),Four,21.28
1684,Fifty Shades Freed (Fifty Shades #3),Five,15.36
1685,Fellside,One,38.62
1686,Extreme Prey (Lucas Davenport #26),Three,25.4
1687,Eragon (The Inheritance Cycle #1),Three,43.87
1688,Eclipse (Twilight #3),One,18.74
1689,Dune (Dune #1),One,54.86
1690,Dracula,Three,52.62
1691,Do Androids Dream of Electric Sheep? (Blade Runner #1),One,51.48
1692,Disrupted: My Misadventure in the Start-Up Bubble,Five,15.28
1693,Dead Wake: The Last Crossing of the Lusitania,Five,39.24
1694,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",One,17.81
1695,Darkfever (Fever #1),One,56.02
1696,Dark Places,Five,23.9
1697,Crazy Rich Asians (Crazy Rich Asians #1),Five,49.13
1698,Counting Thyme,One,10.62
1699,Cosmos,Two,36.17
1700,Civilization and Its Discontents,Two,59.95
1701,Cinder (The Lunar Chronicles #1),One,26.09
1702,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Two,37.35
1703,Career of Evil (Cormoran Strike #3),Two,24.72
1704,Breaking Dawn (Twilight #4),Five,35.28
1705,Brave Enough,Five,51.32
1706,Boy Meets Boy,Three,21.12
1707,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Two,27.35
1708,Blink: The Power of Thinking Without Thinking,Five,21.74
1709,Black Flags: The Rise of ISIS,One,40.87
1710,"Black Butler, Vol. 1 (Black Butler #1)",One,49.31
1711,Big Little Lies,One,22.11
1712,Between Shades of Gray,Five,20.79
1713,Best of My Love (Fool's Gold #20),Two,27.41
1714,Beowulf,Two,38.35
1715,Beautiful Creatures (Caster Chronicles #1),Five,21.55
1716,Awkward,Two,38.02
1717,Ash,Four,22.06
1718,Are We There Yet?,Three,10.66
1719,Are We Smart Enough to Know How Smart Animals Are?,One,56.58
1720,Annie on My Mind,Five,36.83
1721,And Then There Were None,Two,35.01
1722,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Four,30.48
1723,A Visit from the Goon Squad,Five,14.08
1724,A Storm of Swords (A Song of Ice and Fire #3),Two,31.22
1725,A Heartbreaking Work of Staggering Genius,Five,54.29
1726,8 Keys to Mental Health Through Exercise,One,31.04
1727,#GIRLBOSS,One,50.96
1728,"The Suffragettes (Little Black Classics, #96)",Two,11.89
1729,The Sense of an Ending,Three,31.38
1730,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",One,54.81
1731,The Course of Love,Three,16.78
1732,Sugar Rush (Offensive Line #2),One,24.42
1733,"Saga, Volume 2 (Saga (Collected Editions) #2)",Three,11.75
1734,"Run, Spot, Run: The Ethics of Keeping Pets",One,20.02
1735,New Moon (Twilight #2),Four,12.86
1736,Life,Five,31.58
1737,Kindle Paperwhite User's Guide,Three,34.0
1738,H is for Hawk,Five,57.42
1739,Girl Online On Tour (Girl Online #2),One,53.47
1740,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Five,11.64
1741,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Four,52.88
1742,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Four,18.51
1743,While You Were Mine,Five,41.32
1744,Where Lightning Strikes (Bleeding Stars #3),Three,39.77
1745,When I'm Gone,Three,51.96
1746,Ways of Seeing,Five,39.51
1747,"Vampire Knight, Vol. 1 (Vampire Knight #1)",One,15.4
1748,Vampire Girl (Vampire Girl #1),Two,53.82
1749,Twenty Love Poems and a Song of Despair,Four,30.95
1750,Travels with Charley: In Search of America,Five,57.82
1751,Three Wishes (River of Time: California #1),Two,44.18
1752,This One Moment (Pushing Limits #1),One,48.71
1753,The Zombie Room,Five,19.69
1754,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Two,36.52
1755,The Tumor,Five,41.56
1756,The Story of Hong Gildong,Four,43.19
1757,The Silent Wife,Five,12.34
1758,The Silent Twin (Detective Jennifer Knight #3),Three,36.25
1759,The Selfish Gene,One,29.45
1760,The Secret Healer,Three,34.56
1761,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Three,54.12
1762,The Republic,Three,33.78
1763,The Odyssey,Three,29.64
1764,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Four,57.7
1765,The Nicomachean Ethics,One,36.34
1766,The Name of the Wind (The Kingkiller Chronicle #1),Three,50.59
1767,The Mirror & the Maze (The Wrath and the Dawn #1.5),One,29.38
1768,The Little Prince,Two,45.42
1769,The Light of the Fireflies,One,54.43
1770,The Last Girl (The Dominion Trilogy #1),Two,36.26
1771,The Iliad,One,16.16
1772,The Hook Up (Game On #1),Five,36.29
1773,The Haters,Five,27.89
1774,The Girl You Lost,Five,12.29
1775,The Girl In The Ice (DCI Erika Foster #1),Three,15.85
1776,The End of the Jesus Era (An Investigation #1),One,14.4
1777,The Edge of Reason (Bridget Jones #2),Four,19.18
1778,The Complete Maus (Maus #1-2),Three,10.64
1779,The Communist Manifesto,Three,14.76
1780,The Bhagavad Gita,Three,57.49
1781,The Bette Davis Club,Three,30.66
1782,The Art of Not Breathing,Four,40.83
1783,Taking Shots (Assassins #1),Two,18.88
1784,Starlark,Three,25.83
1785,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Three,42.12
1786,Sister Sable (The Mad Queen #1),Three,13.33
1787,Shatter Me (Shatter Me #1),One,42.4
1788,Shameless,Three,58.35
1789,Shadow Rites (Jane Yellowrock #10),Four,21.72
1790,Settling the Score (The Summer Games #1),Two,44.91
1791,Sense and Sensibility,One,37.46
1792,"Saga, Volume 1 (Saga (Collected Editions) #1)",One,28.48
1793,"Rhythm, Chord & Malykhin",Two,28.34
1794,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Five,46.96
1795,Paradise Lost (Paradise #1),One,24.96
1796,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Four,21.71
1797,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Three,29.87
1798,Origins (Alphas 0.5),One,28.99
1799,One Second (Seven #7),Two,52.94
1800,On the Road (Duluoz Legend),Three,32.36
1801,Old Records Never Die: One Man's Quest for His Vinyl and His Past,Two,55.66
1802,Off Sides (Off #1),Five,39.45
1803,Of Mice and Men,Two,47.11
1804,Myriad (Prentor #1),Four,58.75
1805,My Perfect Mistake (Over the Top #1),Two,38.92
1806,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Four,39.39
1807,Meditations,Two,25.89
1808,Matilda,One,28.34
1809,Lost Among the Living,Four,27.7
1810,Lord of the Flies,Three,24.89
1811,Listen to Me (Fusion #1),Three,58.99
1812,Kitchens of the Great Midwest,Five,57.2
1813,Jane Eyre,Five,38.43
1814,Imperfect Harmony,Four,34.74
1815,Icing (Aces Hockey #2),Four,40.44
1816,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Three,45.24
1817,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Four,34.96
1818,"Giant Days, Vol. 1 (Giant Days #1-4)",Four,56.76
1819,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Five,40.28
1820,A Light in the Attic,Three,51.77
1821,Tipping the Velvet,One,53.74
1822,Soumission,One,50.1
1823,Sharp Objects,Four,47.82
1824,Sapiens: A Brief History of Humankind,Five,54.23
1825,The Requiem Red,One,22.65
1826,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34
1827,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93
1828,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6
1829,The Black Maria,One,52.15
1830,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99
1831,Shakespeare's Sonnets,Four,20.66
1832,Set Me Free,Five,17.46
1833,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29
1834,Rip it Up and Start Again,Five,35.02
1835,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,57.25
1836,Olio,One,23.88
1837,Mesaerion: The Best Science Fiction Stories 1800-1849,One,37.59
1838,Libertarianism for Beginners,Two,51.33
1839,It's Only the Himalayas,Two,45.17
1840,In Her Wake,One,12.84
1841,How Music Works,Two,37.32
1842,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,30.52
1843,Chase Me (Paris Nights #2),Five,25.27
1844,Black Dust,Five,34.53
1845,Birdsong: A Story in Pictures,Three,54.64
1846,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,22.5
1847,Aladdin and His Wonderful Lamp,Three,53.13
1848,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Five,40.3
1849,Wall and Piece,Four,44.18
1850,The Four Agreements: A Practical Guide to Personal Freedom,Five,17.66
1851,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Three,31.05
1852,The Elephant Tree,Five,23.82
1853,The Bear and the Piano,One,36.89
1854,Sophie's World,Five,15.94
1855,Penny Maybe,Three,33.29
1856,Maude (1883-1993):She Grew Up with the country,Two,18.02
1857,"In a Dark, Dark Wood",One,19.63
1858,Behind Closed Doors,Four,52.22
1859,You can't bury them all: Poems,Two,33.63
1860,Slow States of Collapse: Poems,Three,57.31
1861,Reasons to Stay Alive,Two,26.41
1862,Private Paris (Private #10),Five,47.61
1863,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,23.11
1864,Without Borders (Wanderlove #1),Two,45.07
1865,When We Collided,One,31.77
1866,"We Love You, Charlie Freeman",Five,50.27
1867,Untitled Collection: Sabbath Poems 2014,Four,14.27
1868,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,44.18
1869,Unicorn Tracks,Three,18.78
1870,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,25.52
1871,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,16.28
1872,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,31.12
1873,This One Summer,Four,19.49
1874,Thirst,Five,17.27
1875,The Torch Is Passed: A Harding Family Story,One,19.09
1876,The Secret of Dreadwillow Carse,One,56.13
1877,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,56.41
1878,The Past Never Ends,Four,56.5
1879,The Natural History of Us (The Fine Art of Pretending #2),Three,45.22
1880,The Nameless City (The Nameless City #1),Four,38.16
1881,The Murder That Never Was (Forensic Instincts #5),Three,54.11
1882,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Four,42.96
1883,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,23.89
1884,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,16.77
1885,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,20.59
1886,The Gutsy Girl: Escapades for Your Life of Epic Adventure,One,37.13
1887,The Electric Pencil: Drawings from Inside State Hospital No. 3,One,56.06
1888,The Death of Humanity: and the Case for Life,Four,58.11
1889,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,49.05
1890,The Art Forger,Three,40.76
1891,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,19.73
1892,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Five,32.24
1893,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,41.83
1894,Soul Reader,Two,39.58
1895,Security,Two,39.25
1896,"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,25.02
1897,"Saga, Volume 5 (Saga (Collected Editions) #5)",Two,51.04
1898,Reskilling America: Learning to Labor in the Twenty-First Century,Two,19.83
1899,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Three,50.4
1900,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five,13.61
1901,Princess Between Worlds (Wide-Awake Princess #5),Five,13.34
1902,"Pop Gun War, Volume 1: Gift",One,18.97
1903,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,36.28
1904,Patience,Three,10.16
1905,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,15.44
1906,orange: The Complete Collection 1 (orange: The Complete Collection #1),One,48.41
